"Order","PID","MS SubClass","MS Zoning","Lot Frontage","Lot Area","Street","Alley","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Year Built","Year Remod/Add","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Mas Vnr Area","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin SF 1","BsmtFin Type 2","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","Heating","Heating QC","Central Air","Electrical","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","Kitchen Qual","TotRms AbvGrd","Functional","Fireplaces","Fireplace Qu","Garage Type","Garage Yr Blt","Garage Finish","Garage Cars","Garage Area","Garage Qual","Garage Cond","Paved Drive","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Pool QC","Fence","Misc Feature","Misc Val","Mo Sold","Yr Sold","Sale Type","Sale Condition","SalePrice","__index_level_0__"
2763,906394060,60,"RL",78,9316,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",532,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,784,784,"GasA","Ex","Y","SBrkr",784,812,0,1596,0,0,2,1,3,1,"Gd",6,"Typ",0,\N,"Attchd",2005,"RFn",2,610,"TA","TA","Y",144,45,0,0,0,0,\N,\N,\N,0,6,2006,"WD ","Normal",181000,2762
718,902327070,70,"RM",70,8400,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",6,7,1900,1950,"Gable","CompShg","Stucco","BrkFace",\N,0,"TA","TA","BrkTil","Fa","Gd","Mn","Unf",0,"Unf",0,917,917,"GasA","Gd","Y","FuseA",1090,917,0,2007,0,0,2,0,3,1,"Ex",8,"Typ",0,\N,"Detchd",1930,"Unf",1,357,"TA","TA","Y",0,235,0,0,0,0,\N,\N,\N,0,6,2009,"WD ","Normal",160000,717
98,533212020,160,"FV",24,2544,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2004,2005,"Gable","CompShg","MetalSd","MetalSd",\N,0,"Gd","TA","PConc","Gd","TA","No","GLQ",368,"ALQ",42,190,600,"GasA","Ex","Y","SBrkr",600,600,0,1200,1,0,2,1,2,1,"Gd",4,"Typ",0,\N,"Detchd",2004,"RFn",2,480,"TA","TA","Y",0,172,0,0,0,0,\N,\N,\N,0,2,2010,"WD ","Normal",149500,97
807,906226060,70,"RL",120,26400,"Pave",\N,"Reg","Bnk","AllPub","FR2","Gtl","SawyerW","Feedr","Norm","1Fam","2Story",5,7,1880,2007,"Gable","CompShg","HdBoard","HdBoard",\N,0,"Gd","TA","PConc",\N,\N,\N,\N,0,\N,0,0,0,"GasA","Ex","Y","SBrkr",1288,728,0,2016,0,0,1,0,4,1,"TA",7,"Mod",1,"TA","Attchd",1900,"Unf",2,576,"TA","TA","P",0,0,0,0,0,0,\N,\N,\N,0,6,2009,"WD ","Normal",131000,806
1626,527162140,60,"RL",60,7500,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1999,2003,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,938,938,"GasA","Ex","Y","SBrkr",957,1342,0,2299,0,0,3,1,5,1,"TA",7,"Typ",1,"TA","Attchd",1999,"Fin",2,482,"TA","TA","Y",188,30,0,0,0,0,\N,\N,\N,0,8,2007,"WD ","Normal",204000,1625
985,923276260,85,"RL",70,7669,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",5,6,1992,1993,"Gable","CompShg","HdBoard","Wd Shng",\N,0,"TA","TA","PConc","Gd","TA","Av","GLQ",718,"LwQ",110,0,828,"GasA","TA","Y","SBrkr",883,0,0,883,1,0,1,0,2,1,"TA",5,"Typ",1,"Fa","Detchd",1998,"Unf",2,698,"TA","TA","Y",100,32,0,0,0,0,\N,"GdPrv",\N,0,6,2009,"WD ","Normal",149000,984
1210,534401130,80,"RL",82,9020,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",183,"TA","TA","CBlock","TA","TA","Gd","Rec",312,"ALQ",539,276,1127,"GasA","TA","Y","SBrkr",1165,0,0,1165,1,0,1,1,3,1,"TA",6,"Typ",0,\N,"Attchd",1966,"RFn",2,490,"Gd","Gd","Y",0,129,0,0,0,0,\N,"GdPrv",\N,0,5,2008,"WD ","Normal",174900,1209
402,527425110,20,"RL",60,9000,"Pave",\N,"Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1971,2006,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","Gd","CBlock","TA","TA","No","ALQ",240,"Unf",0,624,864,"GasA","Gd","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,\N,"Detchd",1986,"Unf",2,576,"TA","TA","Y",200,0,0,0,0,0,\N,"GdWo",\N,0,7,2009,"WD ","Normal",130000,401
1099,528315060,75,"RL",84,9660,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2.5Unf",8,5,1997,1997,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1290,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1173,1173,"GasA","Ex","Y","SBrkr",1182,1017,0,2199,0,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1997,"Fin",2,516,"TA","TA","Y",0,131,0,0,0,0,\N,\N,\N,0,9,2008,"WD ","Normal",284500,1098
1865,534127080,60,"RL",80,8000,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,6,1970,1970,"Gable","CompShg","VinylSd","VinylSd","BrkFace",525,"TA","TA","CBlock","TA","TA","No","Rec",915,"Unf",0,93,1008,"GasA","TA","Y","SBrkr",1403,1008,0,2411,1,0,2,1,4,1,"TA",8,"Typ",1,"Po","Attchd",1970,"RFn",2,570,"TA","TA","Y",0,192,0,0,0,0,\N,\N,\N,0,6,2007,"WD ","Normal",240050,1864
996,527106150,60,"RL",59,9042,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","PConc","Gd","TA","Gd","GLQ",828,"Unf",0,115,943,"GasA","Gd","Y","SBrkr",943,695,0,1638,1,0,2,1,3,1,"TA",7,"Typ",2,"TA","Attchd",1998,"Fin",2,472,"TA","TA","Y",100,38,0,0,0,0,\N,\N,\N,0,7,2008,"WD ","Normal",192000,995
148,535179020,20,"RL",80,10032,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1959,1959,"Gable","CompShg","Wd Sdng","Wd Sdng","Stone",432,"TA","TA","CBlock","TA","TA","No","Rec",734,"Unf",0,510,1244,"GasA","Ex","Y","SBrkr",1580,0,0,1580,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1956,"Unf",2,440,"TA","TA","Y",0,28,0,0,160,0,\N,"GdWo",\N,0,6,2010,"WD ","Normal",159500,147
959,916382010,60,"RL",83,13159,"Pave",\N,"IR1","HLS","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,846,846,"GasA","Gd","Y","SBrkr",846,846,0,1692,0,0,2,1,3,1,"Gd",6,"Typ",0,\N,"Attchd",2009,"RFn",2,650,"TA","TA","Y",208,114,0,0,0,0,\N,\N,\N,0,7,2009,"New","Partial",224500,958
2411,528218030,20,"RL",65,10237,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","GLQ",28,"Unf",0,1288,1316,"GasA","Ex","Y","SBrkr",1316,0,0,1316,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,397,"TA","TA","Y",100,0,0,23,0,0,\N,\N,\N,0,10,2006,"New","Partial",169990,2410
1283,535477090,20,"RL",69,7590,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1117,1117,"GasA","Ex","Y","SBrkr",1117,0,0,1117,0,0,1,0,3,1,"TA",6,"Typ",0,\N,"Attchd",1963,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,5,2008,"COD","Normal",136870,1282
1357,903426160,60,"RM",57,8094,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf",6,8,1910,1983,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","PConc","TA","TA","Mn","Rec",196,"Unf",0,1046,1242,"GasA","Gd","Y","SBrkr",1242,742,0,1984,0,0,2,0,5,1,"TA",8,"Typ",0,\N,"Detchd",\N,\N,1,360,\N,\N,"Y",64,0,180,0,0,0,\N,"MnPrv","Shed",1000,9,2008,"WD ","Normal",160000,1356
448,528166060,20,"RL",103,13472,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",922,"Ex","TA","PConc","Ex","TA","Gd","GLQ",56,"Unf",0,2336,2392,"GasA","Ex","Y","SBrkr",2392,0,0,2392,0,0,2,0,3,1,"Ex",8,"Typ",1,"Ex","Attchd",2003,"Fin",3,968,"TA","TA","Y",248,105,0,0,0,0,\N,\N,\N,0,6,2009,"WD ","Normal",386250,447
239,905452110,50,"RL",50,9350,"Pave",\N,"Reg","Bnk","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,6,1947,1979,"Gable","CompShg","WdShing","Wd Shng",\N,0,"TA","TA","CBlock","TA","Fa","No","LwQ",192,"Unf",0,564,756,"GasA","Ex","Y","SBrkr",1169,0,362,1531,0,0,1,0,3,1,"TA",8,"Typ",1,"TA","Detchd",1947,"Unf",1,209,"Fa","TA","Y",0,0,0,0,0,0,\N,"MnPrv",\N,0,6,2010,"WD ","Normal",127000,238
1051,528102030,20,"RL",96,12444,"Pave",\N,"Reg","Lvl","AllPub","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",426,"Ex","TA","PConc","Ex","TA","Av","GLQ",1336,"Unf",0,596,1932,"GasA","Ex","Y","SBrkr",1932,0,0,1932,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,774,"TA","TA","Y",0,66,0,304,0,0,\N,\N,\N,0,11,2008,"New","Partial",394617,1050
1593,923204040,85,"RL",150,14137,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",4,5,1964,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",98,"TA","TA","CBlock","Gd","TA","Av","ALQ",865,"LwQ",247,88,1200,"GasA","Gd","Y","SBrkr",1200,0,0,1200,1,0,1,0,3,1,"TA",6,"Typ",0,\N,"2Types",1964,"Fin",3,850,"TA","TA","Y",0,119,0,0,171,0,\N,\N,\N,0,11,2008,"ConLD","Normal",173000,1592
586,534128190,60,"RL",80,10400,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1967,1997,"Gable","CompShg","MetalSd","MetalSd","BrkFace",256,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,932,932,"GasA","Gd","Y","SBrkr",1271,1369,0,2640,0,0,2,1,5,1,"Gd",8,"Typ",1,"TA","Attchd",1967,"RFn",2,515,"TA","TA","Y",0,120,0,0,168,0,\N,\N,\N,0,5,2009,"WD ","Normal",256900,585
2101,906378170,20,"RL",91,10652,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",306,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1494,1494,"GasA","Ex","Y","SBrkr",1494,0,0,1494,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,840,"TA","TA","Y",160,33,0,0,0,0,\N,\N,\N,0,8,2007,"New","Partial",279500,2100
2372,527451460,160,"RM",21,1680,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,"TA","TA","CBlock","TA","TA","No","BLQ",382,"Unf",0,143,525,"GasA","Gd","Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,\N,"Detchd",1972,"Unf",1,264,"TA","TA","Y",352,0,0,0,0,0,\N,"GdPrv",\N,0,10,2006,"WD ","Normal",108000,2371
2584,535303050,20,"RL",75,11310,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1954,1954,"Hip","CompShg","Wd Sdng","BrkFace",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1367,1367,"GasA","Ex","Y","SBrkr",1375,0,0,1375,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1954,"Unf",2,451,"TA","TA","Y",0,30,0,0,0,0,\N,\N,\N,0,6,2006,"WD ","Normal",140000,2583
937,909452050,80,"RL",\N,13607,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","SLvl",6,6,1986,1986,"Gable","CompShg","VinylSd","VinylSd","BrkFace",242,"TA","Gd","CBlock","TA","TA","No","ALQ",454,"Unf",0,118,572,"GasA","Gd","Y","SBrkr",1182,800,0,1982,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","BuiltIn",1986,"Fin",2,501,"TA","TA","Y",400,112,0,0,0,0,\N,\N,"Shed",1500,4,2009,"WD ","Normal",208000,936
2637,902100130,70,"RM",57,9906,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,4,1925,1950,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,686,686,"GasA","Fa","N","SBrkr",810,518,0,1328,0,0,1,0,3,1,"TA",8,"Typ",0,\N,"Detchd",1940,"Unf",1,210,"TA","TA","Y",0,172,60,0,0,0,\N,\N,\N,0,9,2006,"WD ","Family",107000,2636
2399,528150090,20,"RL",131,14828,"Pave",\N,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",674,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1383,"Unf",0,397,1780,"GasA","Ex","Y","SBrkr",1780,0,0,1780,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2004,"Fin",3,816,"TA","TA","Y",144,68,0,0,0,0,\N,\N,\N,0,8,2006,"WD ","Normal",378000,2398
2690,903430130,30,"RM",153,4118,"Pave","Grvl","IR1","Bnk","AllPub","Corner","Mod","OldTown","Feedr","Norm","1Fam","1Story",4,4,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,693,693,"Grav","Fa","N","FuseA",693,0,0,693,0,0,1,0,2,1,"Fa",4,"Typ",0,\N,\N,\N,\N,0,0,\N,\N,"N",0,20,0,0,0,0,\N,\N,\N,0,3,2006,"WD ","Normal",52500,2689
2851,909250120,70,"RL",96,13132,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",5,5,1914,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",0,747,747,"GasA","Gd","Y","FuseF",892,892,0,1784,0,0,1,1,4,1,"TA",9,"Typ",0,\N,"Detchd",1914,"Unf",1,180,"Fa","Fa","N",203,40,0,0,0,0,\N,\N,\N,0,7,2006,"WD ","Normal",138887,2850
538,531369020,20,"RL",76,10141,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",8,5,2004,2004,"Gable","Tar&Grv","VinylSd","VinylSd","BrkFace",264,"Gd","TA","PConc","Gd","TA","Gd","BLQ",516,"Rec",774,222,1512,"GasA","Ex","Y","SBrkr",1512,0,0,1512,0,0,2,0,3,1,"Gd",6,"Typ",0,\N,"Attchd",2004,"RFn",3,845,"TA","TA","Y",210,36,0,0,0,0,\N,\N,\N,0,1,2009,"WD ","Normal",203000,537
1612,526352080,20,"RL",85,10667,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1971,1971,"Gable","CompShg","MetalSd","MetalSd","BrkFace",302,"TA","TA","CBlock","TA","TA","No","BLQ",838,"Unf",0,749,1587,"GasA","TA","Y","SBrkr",1587,0,0,1587,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1971,"Unf",2,525,"TA","TA","Y",0,44,0,0,0,0,\N,\N,\N,0,3,2007,"WD ","Normal",167300,1611
1191,534175140,90,"RL",75,9750,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","Duplex","1Story",5,6,1965,1965,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1625,1625,"GasA","Ex","Y","SBrkr",1625,0,0,1625,0,0,2,0,4,2,"TA",8,"Typ",0,\N,"Detchd",1965,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,8,2008,"ConLD","Normal",140500,1190
2920,923228260,160,"RM",21,1936,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,7,1970,1970,"Gable","CompShg","CemntBd","CmentBd",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","Gd","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,\N,\N,\N,\N,0,0,\N,\N,"Y",0,0,0,0,0,0,\N,\N,\N,0,6,2006,"WD ","Normal",90500,2919
2510,533212130,160,"FV",30,3180,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd",\N,0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA","Ex","Y","SBrkr",520,600,80,1200,0,0,2,1,2,1,"Gd",4,"Typ",0,\N,"Detchd",2005,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,\N,\N,\N,0,4,2006,"WD ","Abnorml",144152,2509
1089,528240040,60,"RL",51,8029,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",0,\N,"Attchd",2005,"Fin",2,400,"TA","TA","Y",100,24,0,0,0,0,\N,\N,\N,0,7,2008,"WD ","Normal",176000,1088
2664,902329070,70,"RM",60,3600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1910,1993,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,684,684,"GasA","Ex","N","FuseA",684,684,0,1368,0,0,1,0,3,1,"TA",7,"Typ",0,\N,"Detchd",1930,"Unf",1,216,"TA","Fa","N",0,158,0,0,0,0,\N,\N,\N,0,10,2006,"WD ","Normal",114504,2663
2106,906380140,60,"RL",85,11103,"Pave",\N,"IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",2006,"Fin",2,440,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,7,2007,"New","Partial",155835,2105
1807,531363020,20,"RL",63,7500,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1100,1100,"GasA","Ex","Y","SBrkr",1100,0,0,1100,0,0,1,1,3,1,"TA",6,"Typ",0,\N,\N,\N,\N,0,0,\N,\N,"Y",0,136,0,0,0,0,\N,\N,\N,0,6,2007,"New","Partial",146000,1806
984,923275140,20,"RL",\N,8780,"Pave",\N,"IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,1985,1985,"Gable","CompShg","HdBoard","Plywood",\N,0,"TA","TA","CBlock","TA","TA","No","ALQ",625,"Unf",0,208,833,"GasA","Ex","Y","SBrkr",833,0,0,833,1,0,1,0,3,1,"TA",5,"Typ",0,\N,\N,\N,\N,0,0,\N,\N,"Y",0,0,0,0,0,0,\N,"MnPrv",\N,0,3,2009,"WD ","Normal",112000,983
552,531475220,90,"RL",75,8250,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","2Story",6,7,1981,1981,"Gable","CompShg","Wd Sdng","Wd Shng",\N,0,"TA","TA","Slab",\N,\N,\N,\N,0,\N,0,0,0,"GasA","TA","Y","SBrkr",964,918,0,1882,0,0,2,0,4,2,"TA",8,"Typ",2,"TA","Attchd",1981,"Unf",2,612,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,5,2009,"WD ","Normal",160000,551
2376,527452310,85,"RL",68,7838,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard",\N,0,"TA","TA","CBlock","TA","TA","Av","ALQ",769,"Unf",0,95,864,"GasA","TA","Y","SBrkr",900,0,0,900,1,0,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1967,"RFn",1,288,"TA","TA","Y",175,144,0,0,0,0,\N,"MnWw",\N,0,12,2006,"WD ","Normal",123000,2375
1434,907135260,20,"RL",57,9245,"Pave",\N,"IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","PConc","Gd","TA","No","GLQ",686,"Unf",0,304,990,"GasA","Ex","Y","SBrkr",990,0,0,990,0,1,1,0,3,1,"TA",5,"Typ",0,\N,"Detchd",1996,"Unf",2,672,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,2,2008,"WD ","Normal",145000,1433
1970,535476360,60,"RL",80,9760,"Pave",\N,"Reg","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","2Story",6,8,1964,1993,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",340,"TA","TA","CBlock","TA","TA","Gd","BLQ",536,"Rec",117,169,822,"GasA","Gd","Y","SBrkr",1020,831,0,1851,0,0,2,1,3,1,"Gd",7,"Typ",1,"Fa","Attchd",1964,"RFn",2,440,"TA","TA","Y",239,42,0,0,0,0,\N,"MnWw",\N,0,7,2007,"WD ","Normal",187000,1969
19,527276150,20,"RL",140,19138,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",4,5,1951,1951,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","CBlock","TA","TA","No","LwQ",120,"Unf",0,744,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",4,"Typ",0,\N,"Detchd",1951,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,6,2010,"WD ","Normal",141000,18
862,907227290,85,"RL",70,8445,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer",5,7,1972,2007,"Gable","CompShg","HdBoard","Wd Shng",\N,0,"TA","TA","CBlock","Gd","TA","Av","GLQ",656,"Unf",0,112,768,"GasA","TA","Y","SBrkr",768,0,0,768,1,0,1,0,2,1,"TA",5,"Typ",0,\N,"Detchd",1988,"Unf",2,396,"TA","TA","Y",58,0,0,0,0,0,\N,"MnPrv",\N,0,3,2009,"WD ","Normal",133000,861
1743,528228275,120,"RL",53,3922,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1258,1258,"GasA","Ex","Y","SBrkr",1402,0,0,1402,0,2,0,2,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"Fin",3,648,"TA","TA","Y",120,16,0,0,0,0,\N,\N,\N,0,2,2007,"New","Partial",194201,1742
208,903476030,190,"RM",76,7630,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","2fmCon","2Story",5,9,1900,1996,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Unf",0,360,360,"GasA","Gd","Y","SBrkr",1032,780,0,1812,0,0,2,0,4,2,"Gd",8,"Typ",1,"Po","Detchd",1999,"Unf",2,672,"TA","TA","N",344,0,40,0,0,0,\N,"MnPrv",\N,0,5,2010,"WD ","Normal",140000,207
1070,528180110,120,"RL",58,10110,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2008,2008,"Hip","CompShg","MetalSd","MetalSd","BrkFace",492,"Ex","TA","PConc","Gd","TA","No","GLQ",372,"Unf",0,1486,1858,"GasA","Ex","Y","SBrkr",1866,0,0,1866,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,870,"TA","TA","Y",0,48,0,0,0,0,\N,\N,\N,0,11,2008,"New","Partial",336860,1069
